loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
1295,8113154,K01542.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.586878667,1.826E-06,-1.826E-06,133.817008,0.000582,-0.000582,0.651,0.013,-0.022,6.1614,0.0586,-0.0586,25480,119,-119,0.154998,0.000596,-0.000938,0.09071,0.0054,-0.00472,LS+MCMC,19.84,5.89,-2.52,0.0381,,,78.18,,,1666,,,1823.52,1551.84,-616.21,3.178,0.189,-0.189,261.3,1,520,1,q1_q17_dr25_tce,6812,165,-235,4.343,0.084,-0.182,1.172,0.348,-0.149,1.103,0.157,-0.128,296.87762,43.941631,12.897
1296,5270698,K01543.01,,FALSE POSITIVE,FALSE POSITIVE,0.186,0,1,0,0,3.964333304,1.301E-06,-1.301E-06,136.029542,0.000268,-0.000268,0.094,0.044,-0.094,4.7136,0.0141,-0.0141,25886,73.7,-73.7,0.14653,0.000331,-0.000336,0.48229,0.00936,-0.00917,LS+MCMC,37.09,6.08,-11.3,0.053,,,89.27,,,1680,,,1881.78,806.68,-1019.43,7.372,0.143,-0.143,408.5,1,338,1,q1_q17_dr25_tce,5758,77,-77,3.808,0.233,-0.093,2.318,0.38,-0.706,1.258,0.106,-0.248,290.44736,40.44289,14.985
1297,5024450,K01544.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.525924389,3.86E-07,-3.86E-07,355.479571,0.000181,-0.000181,1.217,0.147,-0.089,3.15998,0.00992,-0.00992,24627,70.4,-70.4,0.430772,0.130044,-0.081691,0.23367,0.02256,-0.01915,LS+MCMC,49.86,17.22,-6.91,0.0268,,,66.6,,,1722,,,2072.8,2170.29,-776.23,3.064,0.296,-0.296,423.9,1,567,1,q1_q17_dr25_tce,6203,194,-259,4.427,0.072,-0.217,1.06,0.366,-0.147,1.091,0.168,-0.153,295.32077,40.187359,15.063
1298,5282049,K01545.01,,FALSE POSITIVE,FALSE POSITIVE,0.926,0,1,0,0,5.910371418,7.05E-07,-7.05E-07,360.2852478,8.39E-05,-8.39E-05,0.065,0.063,-0.044,3.88962,0.00306,-0.00306,17219,19.3,-19.3,0.120663,4.4E-05,-0.000114,1.19072,0.00885,-0.00106,LS+MCMC,12.62,3.84,-1.28,0.0646,,,89.71,,,1053,,,290.83,270.46,-91.57,13.0035,0.0966,-0.0966,990.3,2,144,1,q1_q17_dr25_tce,6200,200,-250,4.488,0.05,-0.2,0.958,0.291,-0.097,1.029,0.134,-0.134,293.83688,40.41045,15.169
1299,5475431,K01546.01,,CANDIDATE,CANDIDATE,0.733,0,0,0,0,0.917568975,5.1E-07,-5.1E-07,133.932419,0.000454,-0.000454,0.667,0.057,-0.33,2.0654,0.0716,-0.0716,15805,161,-161,0.122207,0.000487,-0.007206,0.72168,0.63071,-0.13278,LS+MCMC,11.92,2.89,-0.96,0.0186,,,77.89,,,1748,,,2197.57,1578.95,-572.78,3.18,1.4,-1.4,128.1,1,1458,1,q1_q17_dr25_tce,5713,154,-188,4.541,0.031,-0.168,0.893,0.217,-0.072,1.01,0.089,-0.122,298.5137,40.639622,14.456
1300,10027323,K01596.01,Kepler-309 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.92365747,1.633E-05,-1.633E-05,134.68361,0.00216,-0.00216,0.045,0.376,-0.045,2.6302,0.0722,-0.0722,406.5,17.3,-17.3,0.018295,0.00069,-0.000425,2.89546,0.23536,-0.93105,LS+MCMC,0.99,0.07,-0.09,0.0515,,,89.85,,,531,,,18.87,4.43,-4.65,17.51,1.4,-1.4,26.4,2,178,1,q1_q17_dr25_tce,3883,69,-93,4.762,0.04,-0.036,0.496,0.036,-0.044,0.518,0.029,-0.044,297.50986,46.961262,15.157
1301,10027323,K01596.02,Kepler-309 c,CONFIRMED,CANDIDATE,0.738,0,0,0,0,105.3582299,0.000525,-0.000525,138.68069,0.00327,-0.00327,0.75,0.196,-0.511,3.81,0.137,-0.137,1210.2,56.1,-56.1,0.034493,0.00841,-0.003001,5.81276,11.97122,-5.12285,LS+MCMC,1.87,0.13,-0.17,0.351,,,89.71,,,204,,,0.41,0.09,-0.1,150.5,62,-62,22.6,2,11,2,q1_q17_dr25_tce,3883,69,-93,4.762,0.04,-0.036,0.496,0.036,-0.044,0.518,0.029,-0.044,297.50986,46.961262,15.157
1302,12019440,K00186.01,Kepler-485 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.24325988,2.09E-07,-2.09E-07,133.6690203,5.24E-05,-5.24E-05,0.117,0.028,-0.08,3.03318,0.00154,-0.00154,16451,11.8,-11.8,0.116687,2.8E-05,-0.000205,1.3532,0.02681,-0.02137,LS+MCMC,12.91,2.11,-0.91,0.0433,,,89.27,,,1243,,,563.17,236.5,-104.64,9.095,0.18,-0.18,1586.2,1,413,1,q1_q17_dr25_tce,5823,69,-87,4.438,0.051,-0.127,1.013,0.166,-0.071,1.027,0.063,-0.063,294.99631,50.470058,14.952
1303,5039228,K01597.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,7.79668781,2.065E-05,-2.065E-05,134.42081,0.0022,-0.0022,0.005,0.426,-0.005,4.6699,0.0639,-0.0639,361.3,8.7,-8.7,0.017502,0.000452,-0.000256,0.68226,0.00143,-0.25753,LS+MCMC,2.44,0.49,-0.13,0.0848,,,89.98,,,1116,,,366.42,199.97,-65.89,12.9909,0.0272,-0.0272,48.5,1,171,1,q1_q17_dr25_tce,6521,117,-143,4.352,0.025,-0.136,1.276,0.255,-0.068,1.334,0.095,-0.086,298.36884,40.173424,12.681
1304,10004738,K01598.01,Kepler-310 c,CONFIRMED,CANDIDATE,0.986,0,0,0,0,56.4758069,0.0001281,-0.0001281,143.81128,0.00187,-0.00187,0.862,0.019,-0.587,5.961,0.169,-0.169,1091.8,16.7,-16.7,0.035104,0.000743,-0.004436,0.42341,2.03356,-0.23924,LS+MCMC,3.22,0.25,-0.14,0.2838,,,88.81,,,417,,,7.14,1.61,-0.96,41.5,19.9,-19.9,70,3,24,1,q1_q17_dr25_tce,5497,74,-82,4.57,0.014,-0.063,0.839,0.065,-0.035,0.952,0.034,-0.067,288.83936,46.98674,14.279
1305,10004738,K01598.02,Kepler-310 d,CONFIRMED,CANDIDATE,1,0,0,0,0,92.8747294,0.0004961,-0.0004961,145.93535,0.00377,-0.00377,0.917,0.017,-0.629,7.474,0.217,-0.217,658.8,18.2,-18.2,0.028851,0.000143,-0.004974,0.19107,1.93914,-0.04215,LS+MCMC,2.64,0.21,-0.11,0.3953,,,88.82,,,353,,,3.68,0.83,-0.5,44.3,21.4,-21.4,37.9,3,16,2,q1_q17_dr25_tce,5497,74,-82,4.57,0.014,-0.063,0.839,0.065,-0.035,0.952,0.034,-0.067,288.83936,46.98674,14.279
1306,7304449,K01702.01,Kepler-1650 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,1.538180949,1.615E-06,-1.615E-06,131.822823,0.000896,-0.000896,0.932,0.063,-0.679,1.2635,0.0538,-0.0538,841,22.4,-22.4,0.033564,0.001855,-0.006549,0.62126,10.21314,-1.03128,LS+MCMC,1,0.23,-0.18,0.0167,,,77.38,,,602,,,30.85,19.76,-11.82,4.27,2.1,-2.1,47.7,1,852,1,q1_q17_dr25_tce,3364,74,-67,4.978,0.07,-0.07,0.274,0.062,-0.05,0.26,0.072,-0.059,297.72925,42.86692,15.722
1307,7386827,K01704.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,10.4188915,2.388E-05,-2.388E-05,137.74971,0.00193,-0.00193,0.856,0.051,-0.594,3.0069,0.0485,-0.0485,670,18.5,-18.5,0.027287,0.001384,-0.003647,0.59531,2.86074,-0.29684,LS+MCMC,3.17,0.93,-0.57,0.0917,,,86.74,,,855,,,126.48,111.61,-51.22,15.06,7.2,-7.2,42.1,1,128,1,q1_q17_dr25_tce,5692,173,-173,4.36,0.132,-0.198,1.064,0.311,-0.191,0.946,0.125,-0.091,298.01443,42.957458,14.86
1308,7522911,K01705.01,Kepler-1670 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.4998763,0.0001716,-0.0001716,131.82068,0.00664,-0.00664,0.943,0,-0.7,6.501,0.142,-0.142,437.8,22.8,-22.8,0.023842,0.000579,-0.005159,0.04075,0.88123,-0.00186,LS+MCMC,2.8,0.92,-0.31,0.1528,,,84.41,,,731,,,67.67,65.55,-21.1,9.67,4.8,-4.8,21.1,1,67,1,q1_q17_dr25_tce,6249,174,-217,4.428,0.067,-0.202,1.076,0.353,-0.118,1.13,0.157,-0.141,290.32651,43.12183,15.442
1309,7626370,K01706.01,Kepler-932 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.921437488,2.196E-06,-2.196E-06,131.806204,0.000961,-0.000961,0.919,0.031,-0.672,1.9046,0.0285,-0.0285,278.7,5.8,-5.8,0.019017,0.000574,-0.003352,0.22347,2.34245,-0.10251,LS+MCMC,1.77,0.41,-0.24,0.0279,,,74.86,,,1276,,,626.79,443.77,-203.34,3.52,1.8,-1.8,56.7,1,697,1,q1_q17_dr25_tce,5238,158,-142,4.472,0.117,-0.273,0.851,0.197,-0.112,0.784,0.114,-0.057,296.95206,43.271969,14.131
1310,7703955,K01707.01,Kepler-315 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,96.109323,0.002032,-0.002032,187.699,0.0101,-0.0101,0.948,0.04,-0.535,9.877,0.784,-0.784,982.3,48.3,-48.3,0.036533,0.000954,-0.008185,0.06199,1.00057,-0.03662,LS+MCMC,4.01,0.54,-0.54,0.3928,,,88.26,,,409,,,6.59,2.54,-2,31.2,15.2,-15.2,28.7,2,14,1,q1_q17_dr25_tce,5792,104,-104,4.375,0.126,-0.103,1.005,0.136,-0.136,0.875,0.07,-0.051,298.0231,43.363522,15.321
1311,7512982,K01480.01,Kepler-859 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.38174802,5.239E-05,-5.239E-05,142.31499,0.00209,-0.00209,0.295,0.148,-0.295,3.7922,0.0692,-0.0692,1597.1,36.7,-36.7,0.035772,0.000903,-0.001056,3.08596,0.46886,-0.94227,LS+MCMC,3.16,0.11,-0.22,0.1345,,,89.59,,,528,,,18.36,2.57,-3.52,40.77,6.2,-6.2,46.8,2,67,1,q1_q17_dr25_tce,4883,77,-87,4.515,0.064,-0.02,0.808,0.028,-0.055,0.779,0.043,-0.028,286.74188,43.190102,15.887
1312,7512982,K01480.02,,CANDIDATE,CANDIDATE,0.977,0,0,0,0,7.00447892,6.256E-05,-6.256E-05,137.89902,0.00635,-0.00635,0.139,0.319,-0.139,2.669,0.194,-0.194,231.4,26.4,-26.4,0.013481,0.001158,-0.000748,3.14913,0.66882,-1.70643,LS+MCMC,1.19,0.04,-0.08,0.066,,,89.6,,,754,,,76.26,10.65,-14.63,20.14,4.3,-4.3,9.9,2,193,2,q1_q17_dr25_tce,4883,77,-87,4.515,0.064,-0.02,0.808,0.028,-0.055,0.779,0.043,-0.028,286.74188,43.190102,15.887
1313,9597806,K01481.01,Kepler-860 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.101375725,8.821E-06,-8.821E-06,357.48217,0.00117,-0.00117,0.027,0.358,-0.027,2.595,0.0378,-0.0378,894.6,18.9,-18.9,0.027246,0.000643,-0.000359,2.67226,0.07382,-0.67835,LS+MCMC,2.84,0.88,-0.3,0.058,,,89.9,,,1050,,,287.28,264.29,-87.12,15.434,0.426,-0.426,55.1,1,220,1,q1_q17_dr25_tce,5869,164,-205,4.479,0.067,-0.202,0.954,0.297,-0.099,1.001,0.127,-0.127,295.57727,46.254742,15.455
1314,7812167,K01482.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,17.7940049,0.0001017,-0.0001017,365.34666,0.00345,-0.00345,3.72,72.71,-4.235,4.091,0.183,-0.183,879.4,37.3,-37.3,2.74095,72.71641,-4.234344,0.1505,67.52303,-0.27552,LS+MCMC,312.48,101.5,-36.22,0.1378,,,74.13,,,762,,,79.54,76.29,-27.15,13.61,6.8,-6.8,27.7,1,65,1,q1_q17_dr25_tce,6273,175,-263,4.442,0.056,-0.224,1.044,0.339,-0.121,1.099,0.154,-0.154,288.02271,43.54821,15.378
1315,11760959,K01484.01,,FALSE POSITIVE,FALSE POSITIVE,0.133,0,0,1,0,3.47021401,2.206E-05,-2.206E-05,356.09943,0.00469,-0.00469,0.076,0.41,-0.076,2.289,0.155,-0.155,1105.2,85.9,-85.9,0.029549,0.002615,-0.001559,2.65202,0.4214,-1.3214,LS+MCMC,2.4,0.21,-0.23,0.0403,,,89.63,,,933,,,179.02,64.59,-52.77,11.91,1.9,-1.9,8.3,1,323,1,q1_q17_dr25_tce,4922,176,-176,4.555,0.066,-0.044,0.744,0.065,-0.072,0.726,0.093,-0.057,290.61679,49.957619,15.305
1316,5283458,K01547.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,30.69395532,1.556E-05,-1.556E-05,365.665214,0.000358,-0.000358,0.001,0.186,-0.001,2.9512,0.0166,-0.0166,18121,109,-109,0.123454,0.000762,-0.000305,14.28173,0.1566,-1.02125,LS+MCMC,13.72,4.37,-1.45,0.1976,,,90,,,614,,,33.69,32.59,-10.67,89.264,0.979,-0.979,196.6,1,27,1,q1_q17_dr25_tce,6137,193,-236,4.46,0.054,-0.202,1.018,0.324,-0.108,1.086,0.153,-0.153,294.2009,40.455959,15.673
1317,9940565,K01548.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.139325409,1.134E-06,-1.134E-06,135.062261,0.000418,-0.000418,1.019,1.09,-0.014,2.8056,0.0227,-0.0227,6897.8,50.8,-50.8,0.159601,1.036106,-0.010888,0.16177,0.14466,-0.01984,LS+MCMC,11.61,1.15,-0.94,0.029,,,72.53,,,1007,,,243.34,84.03,-59.38,3.4,1.5,-1.5,164.4,1,625,1,q1_q17_dr25_tce,4765,130,-130,4.642,0.032,-0.052,0.666,0.066,-0.054,0.717,0.066,-0.072,286.25644,46.89267,14.708
1318,8053552,K01549.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,29.481061268,9.6E-06,-9.6E-06,134.22446,0.000261,-0.000261,0.983,0.099,-0.053,3.6636,0.0234,-0.0234,11871,48.3,-48.3,0.168781,0.076916,-0.03249,1.27849,0.2224,-0.11,LS+MCMC,16.61,4.49,-3.01,0.1706,,,88.55,,,571,,,25.1,20.52,-10.19,38.87,6.8,-6.8,332,1,47,1,q1_q17_dr25_tce,5631,169,-169,4.41,0.171,-0.209,0.901,0.244,-0.163,0.762,0.116,-0.045,299.05585,43.897202,15.135
1319,9663113,K00179.02,Kepler-458 b,CONFIRMED,CANDIDATE,0,0,0,0,0,572.376632,0.006215,-0.006215,306.51006,0.00425,-0.00425,0.712,0.063,-0.332,24.42,0.559,-0.559,1743.4,22.3,-22.3,0.040914,0.003347,-0.001929,0.14543,0.16461,-0.0618,LS+MCMC,5.8,1.04,-0.77,1.4062,,,89.7,,,264,,,1.15,0.56,-0.35,136.1,51.3,-51.3,78.6,2,4,2,q1_q17_dr25_tce,6226,112,-124,4.264,0.115,-0.115,1.299,0.231,-0.173,1.129,0.106,-0.077,297.04541,46.328701,13.955
1320,8111381,K01550.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.233799622,9.59E-07,-9.59E-07,134.720709,0.000346,-0.000346,1.249,1.543,-0.176,3.04,0.0173,-0.0173,2658.5,13.9,-13.9,0.309919,1.521561,-0.16195,0.06306,0.18351,-0.00469,LS+MCMC,28.63,7.92,-2.64,0.0327,,,60.7,,,1287,,,650.73,527.42,-175.21,2.55,1.2,-1.2,228.9,1,597,1,q1_q17_dr25_tce,5741,153,-170,4.555,0.035,-0.196,0.846,0.234,-0.078,0.938,0.095,-0.106,296.36569,43.905571,15.195
1321,5444549,K01551.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,31.13862664,3.111E-05,-3.111E-05,415.9492,0.00065,-0.00065,0.889,0.011,-0.008,5.2482,0.0492,-0.0492,11427,121,-121,0.117961,0.00322,-0.0029,0.56546,0.02411,-0.04126,LS+MCMC,12.88,3.72,-1.24,0.2009,,,88.34,,,582,,,27.22,23.83,-8.14,30.72,1.3,-1.3,163.7,1,36,1,q1_q17_dr25_tce,5919,182,-223,4.485,0.05,-0.2,1,0.289,-0.096,1.114,0.109,-0.15,290.56668,40.678162,15.821
1322,10004738,K01598.03,Kepler-310 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.93068791,7.526E-05,-7.526E-05,134.42851,0.00409,-0.00409,0.912,0.008,-0.629,2.312,0.117,-0.117,186.5,13.8,-13.8,0.015266,0.001413,-0.003094,0.84929,9.85592,-0.59444,LS+MCMC,1.4,0.11,-0.06,0.1116,,,87.46,,,665,,,46.19,10.38,-6.25,20.58,9.9,-9.9,14.9,3,93,3,q1_q17_dr25_tce,5497,74,-82,4.57,0.014,-0.063,0.839,0.065,-0.035,0.952,0.034,-0.067,288.83936,46.98674,14.279
1323,5474613,K01599.01,Kepler-1659 c,CONFIRMED,CANDIDATE,0.9,0,0,0,0,20.4074846,0.0003129,-0.0003129,140.1821,0.0134,-0.0134,0.986,6.191,-0.009,8.839,0.492,-0.492,363.4,18,-18,0.027361,6.148837,-0.004375,0.00634,0.05226,-0.00492,LS+MCMC,2.9,0.87,-0.31,0.1473,,,79.04,,,660,,,44.8,39.4,-13.58,5.19,2.5,-2.5,24.5,2,69,1,q1_q17_dr25_tce,5823,158,-193,4.472,0.052,-0.208,0.972,0.291,-0.104,1.02,0.115,-0.127,298.37384,40.61842,14.802
1324,4860932,K01600.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,12.36564669,5.915E-05,-5.915E-05,140.92029,0.00397,-0.00397,1.22,71.74,-0.04,3.644,0.215,-0.215,388.4,21.1,-21.1,0.23938,71.73545,-0.039272,0.02384,78.45265,-0.00835,LS+MCMC,24.89,7.6,-2.54,0.1059,,,77.81,,,804,,,98.51,88.19,-28.96,5.78,2.9,-2.9,22.8,1,105,1,q1_q17_dr25_tce,6075,163,-199,4.495,0.052,-0.208,0.952,0.291,-0.097,1.033,0.126,-0.14,297.84399,39.989811,14.59
1325,5438757,K01601.01,Kepler-903 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,10.35078415,4.721E-05,-4.721E-05,133.71163,0.00378,-0.00378,0.79,0.043,-0.551,6.253,0.119,-0.119,273.1,8.5,-8.5,0.016746,9.2E-05,-0.00181,0.09524,0.23494,-0.03693,LS+MCMC,1.97,0.31,-0.27,0.0907,,,84.43,,,842,,,119.01,48.73,-35.39,8.14,4,-4,36.5,2,131,1,q1_q17_dr25_tce,5534,82,-74,4.338,0.138,-0.103,1.08,0.165,-0.15,0.926,0.067,-0.043,288.77103,40.664181,14.659
1326,5438757,K01601.02,Kepler-903 c,CONFIRMED,CANDIDATE,0.838,0,0,0,0,62.9224936,0.0007859,-0.0007859,151.6882,0.0107,-0.0107,0.928,0.014,-0.655,11.64,0.317,-0.317,417.8,16.2,-16.2,0.023333,0.000513,-0.004362,0.02718,0.40861,-0.00722,LS+MCMC,2.75,0.42,-0.38,0.302,,,87.02,,,462,,,10.73,4.4,-3.19,17.85,8.7,-8.7,28.7,2,19,2,q1_q17_dr25_tce,5534,82,-74,4.338,0.138,-0.103,1.08,0.165,-0.15,0.926,0.067,-0.043,288.77103,40.664181,14.659
1327,7750419,K01708.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,32.7737631,0.0001788,-0.0001788,151.44352,0.00463,-0.00463,0.971,0.008,-0.687,3.416,0.241,-0.241,564.5,28.8,-28.8,0.029843,0.001069,-0.008458,0.28241,14.24678,-0.03646,LS+MCMC,5,0.78,-1.17,0.202,,,87.79,,,686,,,52.22,21.88,-23.25,25.2,12.6,-12.6,21.7,1,43,1,q1_q17_dr25_tce,5640,84,-76,4.076,0.203,-0.087,1.534,0.24,-0.36,1.023,0.092,-0.083,290.88232,43.47176,14.758
1328,5972334,K00191.04,Kepler-487 c,CONFIRMED,CANDIDATE,0,0,0,0,0,38.6520796,0.0002564,-0.0002564,164.04455,0.00516,-0.00516,0.038,0.395,-0.038,5.607,0.179,-0.179,566.5,24.4,-24.4,0.021372,0.000961,-0.00045,1.9665,0.18212,-0.64971,LS+MCMC,2.07,0.21,-0.16,0.2141,,,89.96,,,487,,,13.28,4.15,-2.81,53.75,5,-5,24.8,4,24,4,q1_q17_dr25_tce,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,0.874,0.055,-0.046,295.28723,41.221958,14.991
1329,7815744,K01710.01,Kepler-933 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,14.20442616,6.285E-05,-6.285E-05,142.7332,0.00345,-0.00345,0.011,0.433,-0.011,3.898,0.104,-0.104,800.6,33.3,-33.3,0.025721,0.000959,-0.000724,2.18427,0.07965,-0.87493,LS+MCMC,1.9,0.3,-0.12,0.1041,,,89.98,,,602,,,31.1,16.7,-7.29,28.56,1,-1,26.7,1,49,1,q1_q17_dr25_tce,5350,193,-171,4.647,0.03,-0.096,0.678,0.105,-0.045,0.758,0.072,-0.072,289.56866,43.538609,15.469
1330,7955580,K01711.01,Kepler-934 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,55.673582,0.0002722,-0.0002722,136.54906,0.00406,-0.00406,0.274,0.179,-0.274,3.778,0.118,-0.118,765.1,37.9,-37.9,0.02478,0.00102,-0.000951,8.37977,1.79779,-2.36737,LS+MCMC,2.19,0.1,-0.13,0.2658,,,89.86,,,384,,,5.16,0.85,-0.85,111.1,23.8,-23.8,22.7,1,22,1,q1_q17_dr25_tce,4998,79,-79,4.53,0.056,-0.032,0.808,0.037,-0.046,0.806,0.046,-0.033,290.28845,43.755322,15.061
1331,8230616,K01713.01,Kepler-316 c,CONFIRMED,CANDIDATE,1,0,0,0,0,6.82778157,1.744E-05,-1.744E-05,131.78839,0.0022,-0.0022,0.336,0.124,-0.336,2.3726,0.0632,-0.0632,545.8,18.5,-18.5,0.02144,0.00057,-0.000639,3.87486,1.22698,-0.77689,LS+MCMC,1.34,0.08,-0.06,0.059,,,89.09,,,577,,,26.31,5.4,-4.33,21.22,6.7,-6.7,32.2,2,188,2,q1_q17_dr25_tce,4198,83,-83,4.689,0.023,-0.028,0.574,0.032,-0.028,0.587,0.028,-0.035,290.82602,44.184109,15.224
1332,9692345,K01485.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.687895191,1.21E-06,-1.21E-06,133.66492,0.00144,-0.00144,0.018,0.362,-0.018,2.4233,0.0542,-0.0542,462.5,9.3,-9.3,0.019013,0.000538,-0.000264,0.47998,0.00997,-0.12256,LS+MCMC,1.35,0.1,-0.11,0.0131,,,89.54,,,1391,,,888.72,256.56,-230.67,2.2898,0.0476,-0.0476,60.9,1,1954,1,q1_q17_dr25_tce,4478,133,-133,4.615,0.053,-0.025,0.651,0.046,-0.056,0.637,0.076,-0.051,282.17941,46.457169,15.657
1333,7898352,K01486.01,Kepler-302 c,CONFIRMED,CANDIDATE,1,0,0,0,0,127.2824442,0.0001696,-0.0001696,163.89,0.00115,-0.00115,0.827,0.009,-0.011,7.1545,0.0744,-0.0744,8088.6,62.6,-62.6,0.093207,0.000529,-0.001037,1.06975,0.07479,-0.08104,LS+MCMC,12.04,1.87,-2.06,0.4913,,,89.51,,,392,,,5.61,2.49,-2.03,97.12,6.8,-6.8,148.1,2,11,1,q1_q17_dr25_tce,5733,115,-104,4.281,0.143,-0.104,1.183,0.184,-0.202,0.974,0.079,-0.065,294.31699,43.629341,15.505
1334,11402995,K00173.01,Kepler-481 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.06083238,1.495E-05,-1.495E-05,138.96723,0.00126,-0.00126,0.672,0.015,-0.515,4.5718,0.0508,-0.0508,460.2,6.1,-6.1,0.020765,0.002175,-0.00112,0.40512,0.50513,-0.01047,LS+MCMC,2.58,0.41,-0.4,0.0894,,,87.02,,,899,,,154.16,68.53,-51.89,12.94,5.4,-5.4,86.4,1,130,1,q1_q17_dr25_tce,5705,114,-103,4.297,0.156,-0.104,1.14,0.177,-0.177,0.939,0.074,-0.054,291.90704,49.262051,13.844
1335,7898352,K01486.02,Kepler-302 b,CONFIRMED,CANDIDATE,1,0,0,0,0,30.1837021,0.0001154,-0.0001154,146.64675,0.00311,-0.00311,0.011,0.392,-0.011,5.879,0.103,-0.103,974.9,28.9,-28.9,0.028292,0.000897,-0.000436,1.36237,0.0559,-0.3777,LS+MCMC,3.65,0.57,-0.62,0.1882,,,89.98,,,634,,,38.2,17.02,-13.79,40.33,1.7,-1.7,37.9,2,41,2,q1_q17_dr25_tce,5733,115,-104,4.281,0.143,-0.104,1.183,0.184,-0.202,0.974,0.079,-0.065,294.31699,43.629341,15.505
1336,12062667,K01487.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.92928244,1.547E-05,-1.547E-05,133.72275,0.00474,-0.00474,1.14,1.187,-0.032,6.794,0.211,-0.211,268.6,8,-8,0.156318,1.181594,-0.031397,0.00498,0.02733,-0.00046,LS+MCMC,38.42,6.95,-12.9,0.0432,,,29.69,,,2112,,,4706.45,2516.39,-2847.92,1.312,0.655,-0.655,39.2,1,459,1,q1_q17_dr25_tce,6634,161,-181,3.831,0.3,-0.1,2.251,0.407,-0.756,1.253,0.22,-0.198,292.07269,50.54829,12.674
1337,7984047,K01552.01,,CANDIDATE,CANDIDATE,0.939,0,0,0,0,77.63424586,6.004E-05,-6.004E-05,417.153212,0.000517,-0.000517,0.113,0.118,-0.113,4.1002,0.0259,-0.0259,16612,102,-102,0.113974,0.000963,-0.000628,12.93076,0.24541,-1.32095,LS+MCMC,9.4,0.67,-0.92,0.3215,,,89.96,,,325,,,2.65,0.85,-0.79,160.31,3,-3,185.5,1,14,1,q1_q17_dr25_tce,4812,172,-172,4.548,0.066,-0.039,0.755,0.054,-0.074,0.734,0.083,-0.06,298.92593,43.75037,15.915
1338,7951018,K01553.01,Kepler-890 b,CONFIRMED,CANDIDATE,0.331,0,0,0,0,52.75878505,3.347E-05,-3.347E-05,156.306351,0.000526,-0.000526,0.344,0.079,-0.221,6.6517,0.0404,-0.0404,5805.8,26.6,-26.6,0.070522,0.001655,-0.000658,1.575,0.32377,-0.01809,LS+MCMC,8.76,2.91,-0.97,0.2944,,,89.68,,,540,,,20.08,19.73,-6.5,61.4,12.6,-12.6,265.4,1,26,1,q1_q17_dr25_tce,6228,174,-239,4.413,0.054,-0.216,1.137,0.378,-0.126,1.221,0.152,-0.169,288.43576,43.763489,15.182
