loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
7348,6592335,K04777.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,48.5023669,0.0004934,-0.0004934,168.2091,0.00775,-0.00775,30.612,33.82,-28.61,1.053,0.323,-0.323,740,141,-141,29.631954,33.78497,-28.60597,478.4552,392.22278,-218.99263,MCMC,906.03,161.8,-161.8,0.1704,,,85.37,,,192,,,0.32,0.15,-0.12,390,160,-160,5.5,2,,1,q1_q16_tce,3396,50,-50,4.991,0.06,-0.06,0.28,0.05,-0.05,0.28,0.05,-0.05,287.26215,42.03231,15.896
7349,5951416,K04781.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,524.14139,0.02004,-0.02004,344.9169,0.0256,-0.0256,0.1508,0.3052,-0.1508,11.603,0.863,-0.863,403.7,56.2,-56.2,0.018511,0.001679,-0.001189,2.89199,0.41795,-1.39341,MCMC,1.88,0.75,-0.18,1.2545,,,89.95,,,237,,,0.74,0.87,-0.21,347.6,50.2,-50.2,9.2,2,,1,q1_q16_tce,6225,171,-197,4.481,0.055,-0.29,0.931,0.371,-0.09,0.958,0.108,-0.113,288.97574,41.279121,14.892
7350,5769810,K04913.02,,CANDIDATE,CANDIDATE,0.301,0,0,0,0,8.97377221,7.603E-05,-7.603E-05,139.73978,0.00735,-0.00735,0.237,0.218,-0.237,2.135,0.238,-0.238,106.5,13.7,-13.7,0.009575,0.000755,-0.000608,7.35652,2.85601,-4.61851,LS+MCMC,2.96,0.48,-1.12,0.1005,,,89.57,,,1530,,,1294.96,648.06,-849.93,31.5,12.2,-12.2,9.4,2,115,1,q1_q17_dr25_tce,6537,176,-195,3.76,0.285,-0.095,2.829,0.457,-1.067,1.677,0.192,-0.357,283.6788,41.096882,13.36
7351,5643492,K06015.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,41.86539723,8.499E-05,-8.499E-05,161.17679,0.00154,-0.00154,1.286,6.552,-0.11,6.663,0.0789,-0.0789,4309.3,49.6,-49.6,0.361885,6.530119,-0.10221,0.10699,0.9535,-0.0095,LS+MCMC,31.14,7.39,-2.45,0.2253,,,86.57,,,500,,,14.79,10.41,-3.67,21.5,10.6,-10.6,103.4,1,32,1,q1_q17_dr25_tce,6063,164,-182,4.584,0.033,-0.176,0.788,0.187,-0.062,0.874,0.072,-0.099,297.76053,40.829948,14.528
7352,5795648,K06016.01,,FALSE POSITIVE,FALSE POSITIVE,0.802,0,1,0,0,4.553370029,7.69E-07,-7.69E-07,135.433898,0.00014,-0.00014,0.951,0.103,-0.007,3.2209,0.0116,-0.0116,23692,59.4,-59.4,0.213383,0.070293,-0.009622,0.50326,0.03206,-0.03354,LS+MCMC,25.84,5.69,-3.77,0.0537,,,83.34,,,1264,,,603.58,387.69,-213.9,8.201,0.522,-0.522,570.6,1,294,1,q1_q17_dr25_tce,6306,157,-189,4.346,0.113,-0.137,1.109,0.244,-0.162,0.991,0.135,-0.11,293.2944,41.035351,11.471
7353,5961350,K06017.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.262652179,2.13E-07,-2.13E-07,135.6269856,3.25E-05,-3.25E-05,0.96,0.054,-0.012,2.85554,0.00154,-0.00154,22651,7.4,-7.4,0.212787,0.037326,-0.007711,0.78687,0.02034,-0.05112,LS+MCMC,35.99,6.49,-2.99,0.0667,,,84.74,,,1499,,,1191.71,538.75,-243.14,10.483,0.271,-0.271,2246.9,1,252,1,q1_q17_dr25_tce,7049,74,-95,4.212,0.054,-0.126,1.549,0.279,-0.129,1.432,0.103,-0.082,292.1745,41.290661,13.537
7354,10340423,K00736.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,345.98207283,,,392.1763832,,,,,,2.97,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,3,,3,q1_q16_tce,,,,,,,,,,,,,292.19397,47.457088,15.962
7355,5979863,K06018.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,16.621853404,9.24E-07,-9.24E-07,133.5526451,4.65E-05,-4.65E-05,0.58,0.013,-0.004,3.91517,0.00391,-0.00391,55297,38.6,-38.6,0.225371,0.000538,-0.000155,2.93856,0.02667,-0.11491,LS+MCMC,22.32,5.96,-3.2,0.1207,,,89.05,,,719,,,63.3,50.92,-22.64,35.012,0.318,-0.318,1872.6,1,79,1,q1_q17_dr25_tce,5949,177,-195,4.451,0.101,-0.174,0.907,0.242,-0.13,0.848,0.105,-0.07,297.00006,41.290031,15.229
7356,6117415,K06019.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.741616041,8.06E-07,-8.06E-07,136.446922,3.41E-05,-3.41E-05,1.04,0.021,-0.061,3.07231,0.00144,-0.00144,88822,33.8,-33.8,0.497012,0.018114,-0.044387,7.1654,0.24249,-0.15829,LS+MCMC,82.98,17.81,-16.01,0.1561,,,88.87,,,902,,,156.6,95.89,-65.38,52.85,1.8,-1.8,2153,1,68,1,q1_q17_dr25_tce,6535,147,-180,4.183,0.14,-0.14,1.529,0.328,-0.295,1.301,0.142,-0.213,289.86105,41.408192,10.543
7357,6128027,K06020.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.455766383,8.66E-07,-8.66E-07,136.907217,0.000131,-0.000131,0.794,0.404,-0.038,2.8923,0.0113,-0.0113,104540,225,-225,0.372108,0.29765,-0.020708,2.68022,0.35512,-0.1264,LS+MCMC,28.2,3.49,-2.36,0.0549,,,87.18,,,795,,,94.27,39.66,-24.12,16.16,2.1,-2.1,536.8,1,247,1,q1_q17_dr25_tce,5067,151,-151,4.625,0.039,-0.066,0.694,0.086,-0.058,0.742,0.079,-0.071,293.21854,41.417339,15.863
7358,6146418,K06021.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,22.44620704,3.083E-05,-3.083E-05,149.1595,0.0011,-0.0011,1.256,0.689,-0.16,7.5491,0.0592,-0.0592,1626.8,14,-14,0.299907,0.674377,-0.150485,0.01729,0.00644,-0.00151,LS+MCMC,58.2,10.87,-18.64,0.1595,,,80.64,,,894,,,150.81,85.67,-88.39,7.72,2.9,-2.9,138.8,1,60,1,q1_q17_dr25_tce,6070,165,-165,3.969,0.273,-0.117,1.777,0.332,-0.569,1.074,0.19,-0.173,297.7937,41.402401,11.878
7359,4742420,K06120.02,,CANDIDATE,CANDIDATE,,0,0,0,0,205.41415,0.01182,-0.01182,295.6538,0.0333,-0.0333,0.0856,0.3578,-0.0854,10.26,1.4,-1.4,283.8,50.2,-50.2,0.015445,0.001059,-0.002102,1.66356,10.77337,-1.11193,MCMC,1.67,0.74,-0.16,0.6918,,,89.95,,,323,,,2.58,3.36,-0.75,154.8,77.1,-77.1,7.9,2,,2,q1_q16_tce,6123,164,-211,4.465,0.05,-0.304,0.991,0.435,-0.096,1.04,0.189,-0.128,290.45026,39.862011,15.416
7360,4826439,K06121.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.237147407,4.2E-08,-4.2E-08,132.6581514,2.82E-05,-2.82E-05,0.466,0.002,-0.002,7.06623,0.00226,-0.00226,435360,99.7,-99.7,0.671019,0.000838,-0.000697,0.17209,0.00026,-0.00021,LS+MCMC,106.18,18.31,-20.3,0.0233,,,78.83,,,2107,,,4680.26,2109.48,-1780.67,2.40573,0.00364,-0.00364,5557.4,1,1091,1,q1_q17_dr25_tce,6064,82,-82,4.16,0.168,-0.112,1.449,0.25,-0.277,1.107,0.113,-0.072,289.02982,39.951889,13.82
7361,4933476,K06122.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.28619671,1.53E-05,-1.53E-05,131.87462,0.00776,-0.00776,0.874,0.151,-0.586,1.114,0.338,-0.338,137.2,38.2,-38.2,0.012568,0.00561,-0.002832,1.118,512.83301,-0.8746,LS+MCMC,1.27,0.35,-0.23,0.0212,,,79.07,,,1646,,,1740.01,1428.24,-694.58,4.61,2.3,-2.3,5.9,1,415,2,q1_q17_dr25_tce,5650,169,-152,4.391,0.167,-0.204,0.926,0.252,-0.168,0.77,0.124,-0.044,294.44336,40.06134,14.256
7362,4990977,K06123.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.649026189,1.003E-06,-1.003E-06,133.379281,0.000312,-0.000312,0.914,0.996,-0.081,2.4698,0.0232,-0.0232,52172,327,-327,0.303122,0.884763,-0.046723,1.2215,0.71963,-0.1352,LS+MCMC,32.7,9.64,-7.21,0.0345,,,83.16,,,1377,,,852.59,738.32,-388.89,7.68,2.3,-2.3,190.1,1,397,1,q1_q17_dr25_tce,5838,159,-159,4.342,0.205,-0.205,0.988,0.291,-0.218,0.781,0.11,-0.047,284.34503,40.196091,13.87
7363,5034333,K06124.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.932281325,7.229E-06,-7.229E-06,134.876198,0.000863,-0.000863,1.291,0.151,-0.09,11.0301,0.0429,-0.0429,6405.9,23.5,-23.5,0.382557,0.141773,-0.086569,0.00794,0.00068,-0.00078,LS+MCMC,90.57,20.34,-22.6,0.0906,,,61.7,,,1872,,,2902.34,1948.04,-1554.25,2.722,0.233,-0.233,325.8,1,192,1,q1_q17_dr25_tce,8675,238,-408,4.08,0.15,-0.15,2.168,0.487,-0.541,2.057,0.37,-0.493,297.40039,40.149479,11.52
7364,5039441,K06125.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,2.151384476,8.1E-08,-8.1E-08,133.1088143,3.13E-05,-3.13E-05,0.237,0.027,-0.012,3.34471,0.00272,-0.00272,263860,87,-87,0.482255,0.000562,-0.000334,1.55351,0.01933,-0.04248,LS+MCMC,66.2,18.22,-18.22,0.0314,,,88.13,,,1725,,,2097.48,1699.67,-1122.47,7.2438,0.0901,-0.0901,2657.6,1,0,1,q1_q17_dr25_tce,6184,168,-186,4.19,0.27,-0.18,1.257,0.346,-0.346,0.891,0.126,-0.084,298.40985,40.156792,12.916
7365,8231299,K07874.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.562273947,1.639E-06,-1.639E-06,131.52433,0.00304,-0.00304,0.662,0.112,-0.383,3.1572,0.087,-0.087,67,1.7,-1.7,0.007913,0.000931,-0.00037,0.13535,0.05584,-0.05045,LS+MCMC,0.73,0.06,-0.09,0.0121,,,59.73,,,2083,,,4412.19,1134.12,-1175.22,1.313,0.542,-0.542,52.4,1,2382,1,q1_q17_dr25_tce,5632,90,-78,4.45,0.117,-0.063,0.847,0.073,-0.101,0.736,0.057,-0.022,291.06418,44.170399,13.042
7366,5121173,K06126.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,17.4352218,0.0002144,-0.0002144,143.2261,0.00983,-0.00983,1.211,0.505,-0.063,51.666,0.545,-0.545,603.3,5.9,-5.9,0.235467,0.436719,-0.124785,0.00016,0.00019,-3E-05,LS+MCMC,67.91,11.03,-25.77,0.1434,,,27.9,,,1195,,,482.16,258.2,-321.87,1.37,0.542,-0.542,121.8,1,80,1,q1_q17_dr25_tce,6313,205,-228,3.706,0.336,-0.105,2.641,0.429,-1.002,1.291,0.232,-0.284,297.16843,40.27552,13.439
7367,5306984,K06127.01,,CANDIDATE,CANDIDATE,,0,0,0,0,114.27173902,,,163.3628542,,,,,,2.19,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,1,,2,q1_q16_tce,,,,,,,,,,,,,299.23679,40.425819,13.05
7368,10198662,K06216.01,,CANDIDATE,CANDIDATE,,0,0,0,0,26.40805532,,,155.746607,,,,,,2.7,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,2,,4,q1_q16_tce,,,,,,,,,,,,,287.78461,47.228043,12.655
7369,10198662,K06216.02,,CANDIDATE,CANDIDATE,,0,0,0,0,46.07931317,,,159.6728081,,,,,,1.87,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,2,,5,q1_q16_tce,,,,,,,,,,,,,287.78461,47.228043,12.655
7370,4157325,K01860.04,,CANDIDATE,CANDIDATE,0.085,0,0,0,0,24.8434837,0.0004281,-0.0004281,148.1777,0.0153,-0.0153,0.641,0.313,-0.42,4.8,0.367,-0.367,217.4,17.9,-17.9,0.01415,0.000118,-0.001297,0.92017,1.5716,-0.10409,LS+MCMC,1.58,0.23,-0.17,0.1639,,,88.82,,,625,,,35.97,15.07,-9.45,31.1,13.3,-13.3,14.2,4,43,4,q1_q17_dr25_tce,5670,114,-114,4.397,0.095,-0.105,1.022,0.148,-0.108,0.949,0.067,-0.055,291.55695,39.227291,14.028
7371,10200627,K06217.01,,CANDIDATE,CANDIDATE,0.956,0,0,0,0,7.7016694,0.0001417,-0.0001417,134.2294,0.0167,-0.0167,0.01,0.452,-0.01,10.898,0.413,-0.413,155.7,10.1,-10.1,0.011266,0.00061,-0.000382,0.0528,0.00563,-0.01976,LS+MCMC,4.44,0.47,-0.16,0.071,,,89.89,,,1627,,,1656.27,586.28,-222.45,5.491,0.585,-0.585,17.8,1,181,1,q1_q17_dr25_tce,5174,134,-93,3.228,0.036,-0.024,3.608,0.381,-0.127,0.802,0.154,-0.016,288.79553,47.203651,15.268
7372,10219361,K06218.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,117.634213,0.002564,-0.002564,176.0874,0.0125,-0.0125,0.5206,0.4167,-0.3103,3.82,0.346,-0.346,253.1,32.2,-32.2,0.014859,0.000619,-0.001502,11.76526,9.26891,-5.08401,MCMC,3.78,2.33,-1.37,0.4732,,,89.95,,,513,,,16.34,30.82,-10.43,204.9,80.7,-80.7,8.7,1,,2,q1_q16_tce,5236,134,-150,3.711,0.39,-0.361,2.332,1.435,-0.846,1.019,0.306,-0.151,296.10846,47.222279,12.742
7373,10228942,K06219.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,21.025447023,7.82E-07,-7.82E-07,148.2226428,3.06E-05,-3.06E-05,0.978,0.024,-0.019,6.52216,0.00184,-0.00184,115740,28.1,-28.1,0.510247,0.014541,-0.016948,0.97676,0.00673,-0.00881,LS+MCMC,135.84,25.35,-50.7,0.1653,,,88.02,,,1123,,,376.4,213.53,-245.6,28.367,0.195,-0.195,4881.9,1,51,1,q1_q17_dr25_tce,6631,180,-200,3.798,0.328,-0.082,2.438,0.455,-0.91,1.361,0.212,-0.259,298.82739,47.25774,13.079
7374,10341878,K06220.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.933753371,8.969E-06,-8.969E-06,131.50945,0.00954,-0.00954,0.311,0.188,-0.311,4.438,0.221,-0.221,47.3,3.1,-3.1,0.006401,0.000271,-0.000279,0.10134,0.01377,-0.03614,LS+MCMC,1.44,0.38,-0.47,0.0216,,,79.28,,,3137,,,22850.9,18485.42,-14161.44,1.672,0.227,-0.227,19.8,1,1444,1,q1_q17_dr25_tce,7286,228,-330,3.998,0.246,-0.164,2.056,0.544,-0.665,1.532,0.224,-0.298,292.76028,47.448299,13.231
7375,10357831,K06221.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.72153588,1.476E-05,-1.476E-05,131.7292,0.0113,-0.0113,0.002,0.43,-0.002,1.9227,0.0954,-0.0954,39929,1663,-1663,0.176656,0.008344,-0.005247,3.36359,0.20694,-1.2265,LS+MCMC,12.89,0.92,-1.16,0.0245,,,89.99,,,1045,,,281.41,89.68,-79.3,8.077,0.497,-0.497,29.3,1,106,1,q1_q17_dr25_tce,4535,159,-159,4.607,0.054,-0.027,0.668,0.048,-0.06,0.659,0.075,-0.054,298.10834,47.487919,16.459
7376,8332521,K04567.02,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,4.67250377,3.837E-05,-3.837E-05,135.23678,0.00747,-0.00747,0.95,0.001,-0.728,4.441,0.177,-0.177,79.6,6.4,-6.4,0.010287,4.7E-05,-0.002451,0.02167,0.53152,-0.00282,LS+MCMC,1.11,0.37,-0.12,0.0549,,,71.04,,,1149,,,412.73,404.38,-125.06,2.92,1.4,-1.4,13.8,2,291,1,q1_q17_dr25_tce,6146,170,-192,4.454,0.07,-0.21,0.987,0.328,-0.109,1.006,0.154,-0.115,301.56284,44.240391,13.775
7377,6150977,K06022.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.765621941,9.96E-07,-9.96E-07,133.680095,0.000298,-0.000298,1.262,0.165,-0.106,2.3191,0.018,-0.018,8342.2,58.8,-58.8,0.380702,0.155036,-0.097261,0.36216,0.02018,-0.02932,LS+MCMC,34.42,7.03,-3.24,0.0368,,,76.15,,,1134,,,391.86,254.17,-106.86,5.271,0.294,-0.294,173.2,1,473,1,q1_q17_dr25_tce,5423,177,-161,4.542,0.045,-0.135,0.828,0.169,-0.078,0.872,0.09,-0.09,298.82443,41.435921,15.664
7378,6182019,K06023.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,3.664964374,9.99E-07,-9.99E-07,134.152879,0.000236,-0.000236,0.552,0.016,-0.002,3.9058,0.0157,-0.0157,90827,280,-280,0.28739,0.001206,-0.000558,0.82956,0.04886,-0.02486,LS+MCMC,30.98,8.78,-4.74,0.0449,,,86.22,,,1184,,,464.89,400.4,-174.95,8.383,0.494,-0.494,437.8,1,251,1,q1_q17_dr25_tce,5726,177,-197,4.403,0.128,-0.192,0.987,0.28,-0.151,0.899,0.125,-0.083,282.68491,41.587959,15.643
7379,6191945,K06024.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.8072842,0.0001735,-0.0001735,135.5474,0.0328,-0.0328,0.923,6.998,-0.305,1.9477,0.0796,-0.0796,14578,520,-520,0.156405,6.895593,-0.244623,2.63981,23.70738,-1.00591,LS+MCMC,31.15,13.65,-16.67,0.0714,,,87.16,,,1156,,,421.16,592.24,-342.26,18.63,9.3,-9.3,32.9,1,13,1,q1_q17_dr25_tce,5182,200,-182,3.935,0.595,-0.255,1.824,0.799,-0.976,1.043,0.181,-0.181,287.3327,41.506672,14.044
7380,6209347,K06025.01,,FALSE POSITIVE,FALSE POSITIVE,0.034,0,1,0,0,2.136577151,1.293E-06,-1.293E-06,133.026579,0.000483,-0.000483,0.996,6.691,-0.02,2.4682,0.0331,-0.0331,79078,710,-710,0.444073,6.566455,-0.019114,1.42919,22.99991,-0.12152,LS+MCMC,43.89,9.69,-6.45,0.0305,,,81.84,,,1311,,,698.75,473.95,-248.71,7.01,3.4,-3.4,124.3,1,330,1,q1_q17_dr25_tce,5457,164,-164,4.442,0.126,-0.168,0.905,0.2,-0.133,0.827,0.119,-0.064,293.19833,41.558311,15.281
7381,6268722,K06026.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,0,1,0,0,2.638432816,3.56E-07,-3.56E-07,133.003946,0.000112,-0.000112,0.863,0.105,-0.013,2.42989,0.00854,-0.00854,48488,126,-126,0.259996,0.064259,-0.007757,1.23234,0.00598,-0.09207,LS+MCMC,49.77,9.97,-14.96,0.0386,,,83.55,,,1933,,,3299.02,1923,-1852.23,7.6828,0.0373,-0.0373,529.4,1,388,1,q1_q17_dr25_tce,6502,155,-175,3.991,0.28,-0.12,1.753,0.351,-0.527,1.098,0.174,-0.157,285.5184,41.660469,12.601
7382,6301030,K06027.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,11.991000357,5.986E-06,-5.986E-06,139.598337,0.000549,-0.000549,0.534,0.015,-0.016,6.4648,0.0104,-0.0104,375940,558,-558,0.638469,0.006329,-0.009499,1.39619,0.00751,-0.0163,LS+MCMC,78.78,22.8,-18.61,0.0979,,,88.61,,,897,,,153.29,136.79,-75.08,21.975,0.118,-0.118,802.9,1,55,1,q1_q17_dr25_tce,5988,197,-197,4.271,0.225,-0.184,1.13,0.327,-0.267,0.869,0.13,-0.08,296.29636,41.604561,17.777
7383,10480982,K00744.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.03746414,1.472E-05,-1.472E-05,131.54567,0.00574,-0.00574,0.008,0.46,-0.008,2.895,0.236,-0.236,138.8,11.8,-11.8,0.010807,0.0006,-0.000555,0.74423,0.72169,-0.3164,LS+MCMC,1.12,0.36,-0.12,0.0317,,,89.91,,,1474,,,1118.26,1090.07,-327.66,5.47,2.7,-2.7,14.1,2,513,2,q1_q17_dr25_tce,6117,182,-200,4.496,0.052,-0.208,0.947,0.308,-0.096,1.025,0.139,-0.139,295.81454,47.69035,15.341
7384,6606934,K06028.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,37.80694072,2.591E-06,-2.591E-06,153.8409531,5.61E-05,-5.61E-05,1.111,0.097,-0.13,3.84264,0.00293,-0.00293,106330,46.5,-46.5,0.596776,0.0003,-0.123275,8.47498,0.00029,-0.57336,LS+MCMC,72.01,22.61,-8.08,0.2308,,,89.26,,,617,,,34.14,31.42,-10.62,86.19355,0.00295,-0.00295,1571.8,1,36,1,q1_q17_dr25_tce,6387,172,-211,4.41,0.065,-0.208,1.105,0.347,-0.124,1.145,0.162,-0.162,292.07166,42.076382,14.898
7385,8242769,K07875.01,,CANDIDATE,CANDIDATE,0.826,0,0,0,0,21.9711574,0.0006041,-0.0006041,137.6914,0.0214,-0.0214,0.119,0.328,-0.118,5.012,0.805,-0.805,178.1,25.9,-25.9,0.012115,0.000902,-0.001149,1.49529,7.6599,-0.74144,LS+MCMC,1.32,0.39,-0.17,0.1531,,,89.8,,,649,,,41.86,37.75,-14.55,33.7,15.7,-15.7,7.8,1,59,2,q1_q17_dr25_tce,5763,182,-222,4.436,0.084,-0.196,0.997,0.295,-0.126,0.989,0.125,-0.114,295.06631,44.162449,15.57
7386,10964440,K01310.02,,CANDIDATE,CANDIDATE,0.913,0,0,0,0,144.688915,0.00506,-0.00506,256.343,0.0173,-0.0173,0.087,0.378,-0.087,9.468,0.621,-0.621,397.1,39.6,-39.6,0.017821,0.001605,-0.000775,1.49933,0.66135,-0.49879,LS+MCMC,3.33,0.48,-0.83,0.5544,,,89.96,,,416,,,7.09,2.84,-3.29,118.4,52.2,-52.2,11.6,2,6,2,q1_q17_dr25_tce,5372,88,-64,4.007,0.218,-0.087,1.71,0.249,-0.427,1.084,0.095,-0.123,285.66269,48.435371,14.569
7387,5385548,K06128.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.42555055,9.417E-05,-9.417E-05,141.5457,0.00718,-0.00718,0.973,0.001,-0.002,28.492,0.455,-0.455,409,5.7,-5.7,0.02436,0.000233,-0.000306,0.00038,2E-05,-2E-05,LS+MCMC,3.79,1.06,-1.07,0.107,,,48.17,,,1027,,,262.42,212.71,-144.55,1.4583,0.0768,-0.0768,123.7,1,112,1,q1_q17_dr25_tce,6381,155,-214,4.155,0.246,-0.164,1.423,0.402,-0.402,1.055,0.177,-0.133,297.61353,40.584942,13.244
7388,5385778,K06129.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.42592247,4.636E-05,-4.636E-05,141.54848,0.00323,-0.00323,0.885,0.003,-0.004,31.5,0.249,-0.249,8707.6,50.9,-50.9,0.104342,0.000677,-0.000683,0.00133,3E-05,-4E-05,LS+MCMC,79.21,14.22,-28.44,0.1329,,,66.44,,,1547,,,1353.9,605.42,-848.59,2.2142,0.0499,-0.0499,190.8,1,107,1,q1_q17_dr25_tce,4849,48,-115,3.06,0.18,-0.105,6.952,1.248,-2.496,2.025,0.584,-0.779,297.66788,40.58028,12.696
7389,5428657,K06130.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,1.54287434,3.693E-06,-3.693E-06,132.61697,0.00204,-0.00204,0.013,0.435,-0.013,1.1121,0.0835,-0.0835,401.4,25,-25,0.017873,0.001111,-0.000633,10.01963,1.64473,-4.65353,LS+MCMC,1.05,0.08,-0.07,0.0212,,,89.93,,,1007,,,243.62,72.53,-58.55,10.8,1.8,-1.8,20.7,1,670,1,q1_q17_dr25_tce,4530,139,-139,4.704,0.052,-0.032,0.539,0.039,-0.039,0.537,0.043,-0.028,284.44101,40.625,15.121
7390,5471617,K06131.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,12.4237327,0.0007974,-0.0007974,133.9642,0.0579,-0.0579,0.132,0.3478,-0.132,18.15,1.9,-1.9,30.1,4.3,-4.3,0.004958,0.000458,-0.000222,0.01766,0.00752,-0.00824,MCMC,1.12,0.88,-0.72,0.0982,,,88.81,,,1057,,,294.63,746.39,-260.39,5.24,2.2,-2.2,20.1,2,,1,q1_q16_tce,5221,127,-116,3.72,0.821,-0.402,2.067,1.636,-1.33,0.819,0.3,-0.102,297.7027,40.68623,12.409
7391,5471617,K06131.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,94.38163,0.01163,-0.01163,171.3362,0.0725,-0.0725,0.593,0.0552,-0.4628,11.87,2.8,-2.8,91.2,16.3,-16.3,0.009053,0.000767,-0.000984,0.25926,2.04545,-0.23027,MCMC,2.04,1.62,-1.31,0.3796,,,89.38,,,537,,,19.72,49.95,-17.43,49.6,24.5,-24.5,7.5,2,,3,q1_q16_tce,5221,127,-116,3.72,0.821,-0.402,2.067,1.636,-1.33,0.819,0.3,-0.102,297.7027,40.68623,12.409
7392,5629353,K06132.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,33.3200908,0.0005412,-0.0005412,150.0494,0.0211,-0.0211,0.069,0.253,-0.069,6.5265,0.0843,-0.0843,6186.9,77.4,-77.4,0.072094,0.001046,-0.000503,1.23835,0.03161,-0.23478,LS+MCMC,13,3.95,-3.55,0.2241,,,89.91,,,750,,,74.79,67.39,-41.55,41.73,1.1,-1.1,84.5,3,4,1,q1_q17_dr25_tce,6264,177,-265,4.133,0.2,-0.18,1.651,0.502,-0.451,1.352,0.189,-0.23,294.55789,40.850498,14.624
7393,5629353,K06132.02,Kepler-1640 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.5844241,0.0002854,-0.0002854,137.847,0.0497,-0.0497,0.815,0.032,-0.569,3.918,0.125,-0.125,1005,47,-47,0.032357,0.004885,-0.003417,0.27467,0.93649,-0.20388,LS+MCMC,5.83,1.78,-1.59,0.0836,,,85.04,,,1228,,,537.4,484.24,-298.58,9.42,4.6,-4.6,23.8,3,20,2,q1_q17_dr25_tce,6264,177,-265,4.133,0.2,-0.18,1.651,0.502,-0.451,1.352,0.189,-0.23,294.55789,40.850498,14.624
