,kepid,kepoi_name,kepler_name,koi_disposition,koi_score (1 = planet),orbital_period (days),planet_radius(to_Earth),planet_star_dist (AU),planet_canidates,num_accecpted_koi,sun_radius (solar_radii),sun_mass (solar_mass)
3350,2571238,K00084.01,Kepler-19 b,CONFIRMED,1.0,9.286964466,2.1,21.594,1,1.0,0.81,0.907
3351,8022244,K00519.02,Kepler-175 c,CONFIRMED,1.0,34.0350605,2.76,35.3,2,2.0,1.001,1.079
3352,8037145,K00520.01,Kepler-176 c,CONFIRMED,1.0,12.75934489,2.58,21.51,4,1.0,0.826,0.789
3353,8037145,K00520.02,Kepler-176 b,CONFIRMED,1.0,5.4331329020000005,1.61,12.47,4,3.0,0.826,0.789
3355,8193178,K00572.01,Kepler-187 c,CONFIRMED,1.0,10.64021008,2.87,10.06,2,1.0,1.233,1.057
3356,8193178,K00572.02,Kepler-187 b,CONFIRMED,1.0,4.93883135,1.44,6.82,2,2.0,1.233,1.057
3357,8344004,K00573.01,Kepler-188 c,CONFIRMED,1.0,5.996533443,2.96,12.32,2,1.0,1.089,0.958
3358,8344004,K00573.02,Kepler-188 b,CONFIRMED,0.999,2.06190864,1.63,6.9,2,2.0,1.089,0.958
3359,8355239,K00574.01,Kepler-189 c,CONFIRMED,1.0,20.13490007,2.98,26.6,2,1.0,0.826,0.789
3361,6508221,K00416.02,Kepler-152 c,CONFIRMED,0.7659999999999999,88.25537290000003,2.96,80.0,4,2.0,0.738,0.826
3365,8352537,K00420.01,Kepler-547 b,CONFIRMED,1.0,6.010383339,3.8,19.93,1,1.0,0.738,0.718
3369,10577994,K00475.01,Kepler-165 b,CONFIRMED,1.0,8.1808949,2.1,20.03,2,1.0,0.77,0.8640000000000001
3370,10577994,K00475.02,Kepler-165 c,CONFIRMED,1.0,15.31296388,2.34,31.4,2,2.0,0.77,0.8640000000000001
3371,10599206,K00476.01,Kepler-566 b,CONFIRMED,1.0,18.42794957,2.24,34.9,1,1.0,0.779,0.759
3379,10227020,K00730.01,Kepler-223 d,CONFIRMED,1.0,14.78767172,3.46,18.935,4,1.0,1.248,1.055
3380,4563268,K00627.02,Kepler-625 c,CONFIRMED,0.996,4.16536757,1.0,9.18,2,2.0,0.912,1.004
3381,4644604,K00628.01,Kepler-626 b,CONFIRMED,1.0,14.48584765,2.88,15.16,1,1.0,1.085,0.966
3382,4656049,K00629.01,Kepler-627 b,CONFIRMED,1.0,40.699206200000006,3.2,24.7,1,1.0,1.362,1.012
3385,4742414,K00631.01,Kepler-628 b,CONFIRMED,0.999,15.458056682,9.11,14.2202,1,1.0,1.4069999999999998,1.0659999999999998
3389,7764367,K00685.01,Kepler-644 b,CONFIRMED,1.0,3.173914037,3.07,4.16,1,1.0,1.584,1.337
3393,10227020,K00730.02,Kepler-223 c,CONFIRMED,0.994,9.84824649,2.68,11.26,4,3.0,1.248,1.055
3394,10227020,K00730.03,Kepler-223 e,CONFIRMED,1.0,19.7243672,3.57,10.43,4,2.0,1.248,1.055
3395,6678383,K00111.03,Kepler-104 d,CONFIRMED,0.978,51.75530504,2.61,42.6,4,2.0,1.005,0.913
3397,10227020,K00730.04,Kepler-223 b,CONFIRMED,0.992,7.38443269,2.42,8.16,4,4.0,1.248,1.055
3400,4827723,K00632.01,Kepler-629 b,CONFIRMED,1.0,7.23858162,1.34,17.81,1,1.0,0.831,0.917
3401,4841374,K00633.01,Kepler-630 b,CONFIRMED,0.999,161.47467859999998,3.25,82.7,1,1.0,1.044,0.96
3405,8161561,K00688.01,Kepler-645 b,CONFIRMED,1.0,3.275821982,3.54,5.74,1,1.0,1.972,1.46
3406,8361905,K00689.01,Kepler-646 b,CONFIRMED,1.0,15.87360981,1.53,32.3,1,1.0,0.737,0.8009999999999999
3407,12116489,K00547.03,Kepler-595 c,CONFIRMED,0.882,12.3860474,1.11,31.1,3,2.0,0.888,0.8220000000000001
3409,11250587,K00107.01,Kepler-464 b,CONFIRMED,1.0,7.256962446,3.53,8.62,1,1.0,1.5490000000000002,1.133
3410,8480285,K00691.01,Kepler-647 c,CONFIRMED,1.0,29.66631669,2.83,27.58,2,1.0,1.098,0.922
3411,8480285,K00691.02,Kepler-647 b,CONFIRMED,1.0,16.2254975,1.21,18.64,2,2.0,1.098,0.922
3412,10265898,K00732.01,Kepler-656 b,CONFIRMED,1.0,1.260258822,3.57,3.56,3,1.0,0.954,1.05
3416,10271806,K00733.01,Kepler-224 c,CONFIRMED,1.0,5.924993927,3.15,9.55,4,1.0,0.679,0.743
3417,10271806,K00733.02,Kepler-224 d,CONFIRMED,1.0,11.34934848,2.39,26.56,4,2.0,0.679,0.743
3419,5113822,K00638.01,Kepler-199 b,CONFIRMED,1.0,23.6421965,2.9,37.075,2,1.0,0.882,0.98
3420,5113822,K00638.02,Kepler-199 c,CONFIRMED,0.954,67.0930642,3.51,44.1,2,2.0,0.882,0.98
3421,5120087,K00639.01,Kepler-631 b,CONFIRMED,1.0,17.97979816,2.89,25.035,1,1.0,1.352,1.247
3422,5121511,K00640.01,Kepler-632 b,CONFIRMED,1.0,30.99664113,2.43,53.0,1,1.0,0.853,0.928
3423,8557374,K00692.01,Kepler-213 b,CONFIRMED,1.0,2.462344253,1.33,10.5143,2,1.0,1.008,1.087
3424,8557374,K00692.02,Kepler-213 c,CONFIRMED,1.0,4.822969318,2.22,20.9,2,2.0,1.008,1.087
3426,8738735,K00693.01,Kepler-214 c,CONFIRMED,0.997,28.7796446,1.95,13.2,2,2.0,1.044,1.122
3427,8738735,K00693.02,Kepler-214 b,CONFIRMED,1.0,15.66057688,2.05,16.87,2,1.0,1.044,1.122
3428,8802165,K00694.01,Kepler-648 b,CONFIRMED,1.0,17.42115972,3.11,21.25,1,1.0,0.972,1.058
3429,10271806,K00733.03,Kepler-224 b,CONFIRMED,1.0,3.13295351,1.39,10.9,4,3.0,0.679,0.743
3430,10271806,K00733.04,Kepler-224 e,CONFIRMED,1.0,18.64349986,2.14,52.2,4,4.0,0.679,0.743
3432,10272442,K00734.01,Kepler-657 b,CONFIRMED,1.0,24.543456600000006,3.08,26.641,2,1.0,0.91,0.999
3433,10984090,K00112.01,Kepler-466 b,CONFIRMED,0.99,51.07926451,2.75,62.74,2,1.0,1.022,0.974
3440,8805348,K00695.01,Kepler-649 b,CONFIRMED,1.0,29.90721859,2.16,48.16,1,1.0,0.8959999999999999,0.875
3443,8878187,K00697.01,Kepler-650 b,CONFIRMED,0.955,3.0321479460000003,3.62,3.65,1,1.0,1.4469999999999998,1.081
3444,4914423,K00108.01,Kepler-103 b,CONFIRMED,1.0,15.96532718,3.33,20.43,2,1.0,1.433,1.068
3447,10340423,K00736.01,Kepler-225 c,CONFIRMED,1.0,18.79418506,2.33,42.4,3,1.0,0.602,0.616
3448,10340423,K00736.02,Kepler-225 b,CONFIRMED,1.0,6.73893544,1.44,18.694000000000006,3,2.0,0.602,0.616
3450,10358759,K00738.01,Kepler-29 b,CONFIRMED,1.0,10.3392408,2.98,26.22,2,1.0,0.87,0.968
3451,5374854,K00645.01,Kepler-633 b,CONFIRMED,0.8859999999999999,8.50339249,1.95,12.99,2,2.0,1.265,0.997
3454,5531694,K00647.01,Kepler-634 b,CONFIRMED,1.0,5.16949729,2.06,8.65,2,1.0,1.409,0.963
3457,8962094,K00700.01,Kepler-215 d,CONFIRMED,1.0,30.86436512,2.23,45.6,4,1.0,0.828,0.92
3458,8962094,K00700.02,Kepler-215 b,CONFIRMED,1.0,9.36059705,1.42,13.92,4,2.0,0.828,0.92
3459,8962094,K00700.03,Kepler-215 c,CONFIRMED,0.997,14.6672293,1.21,24.55,4,3.0,0.828,0.92
3460,8962094,K00700.04,Kepler-215 e,CONFIRMED,0.976,68.1609897,1.45,83.4,4,4.0,0.828,0.92
3461,10358759,K00738.02,Kepler-29 c,CONFIRMED,1.0,13.28689997,2.78,31.83,2,2.0,0.87,0.968
3462,10386984,K00739.01,Kepler-658 b,CONFIRMED,0.999,1.287076693,1.39,6.766,1,1.0,0.525,0.5329999999999999
3464,10395381,K00740.01,Kepler-659 b,CONFIRMED,1.0,17.671771399999994,2.44,22.6,1,1.0,0.687,0.767
3466,5613330,K00649.01,Kepler-635 b,CONFIRMED,1.0,23.44970494,2.71,20.66,2,1.0,1.524,1.33
3468,5786676,K00650.01,Kepler-1665 b,CONFIRMED,1.0,11.95474513,5.15,35.6,1,1.0,1.6569999999999998,0.947
3470,5796675,K00652.01,Kepler-636 b,CONFIRMED,1.0,16.080657264000006,4.43,44.881,1,1.0,0.8170000000000001,0.86
3471,9002278,K00701.01,Kepler-62 d,CONFIRMED,1.0,18.16407304,1.98,48.5565,5,1.0,0.662,0.727
3473,9002278,K00701.02,Kepler-62 b,CONFIRMED,1.0,5.71489692,1.33,18.87,5,2.0,0.662,0.727
3474,9002278,K00701.03,Kepler-62 e,CONFIRMED,0.994,122.38586809999998,1.72,133.71,5,3.0,0.662,0.727
3476,4914423,K00108.02,Kepler-103 c,CONFIRMED,1.0,179.609803,5.47,75.0,2,2.0,1.433,1.068
3479,5941160,K00654.01,Kepler-200 b,CONFIRMED,1.0,8.59481851,1.75,16.35,2,1.0,0.915,0.878
3480,5941160,K00654.02,Kepler-200 c,CONFIRMED,1.0,10.22215697,1.72,29.5,2,2.0,0.915,0.878
3481,5966154,K00655.01,Kepler-201 b,CONFIRMED,1.0,25.6721559,2.68,17.77,2,1.0,1.179,1.164
3482,5966154,K00655.02,Kepler-201 c,CONFIRMED,0.97,151.8851881,2.47,62.0,2,2.0,1.179,1.164
3487,9458613,K00707.01,Kepler-33 d,CONFIRMED,1.0,21.77568158,4.76,21.4415,5,1.0,1.694,1.1
3488,9458613,K00707.02,Kepler-33 f,CONFIRMED,0.997,41.0283424,3.92,32.6468,5,2.0,1.694,1.1
3491,6020753,K00657.01,Kepler-202 b,CONFIRMED,0.992,4.069425638,1.53,15.491,2,1.0,0.68,0.75
3493,6020753,K00657.02,Kepler-202 c,CONFIRMED,1.0,16.28247625,1.88,40.5,2,2.0,0.68,0.75
3494,6062088,K00658.01,Kepler-203 b,CONFIRMED,1.0,3.162692075,2.61,9.07,3,1.0,1.085,0.972
3495,9458613,K00707.03,Kepler-33 e,CONFIRMED,0.999,31.7848157,3.55,28.101640000000003,5,3.0,1.694,1.1
3496,9458613,K00707.04,Kepler-33 c,CONFIRMED,1.0,13.17555999,2.82,15.336,5,4.0,1.694,1.1
3497,9458613,K00707.05,Kepler-33 b,CONFIRMED,0.997,5.66815821,1.85,8.797,5,5.0,1.694,1.1
3498,9530945,K00708.01,Kepler-216 c,CONFIRMED,1.0,17.40665216,2.95,19.807,2,1.0,1.216,1.013
3501,6062088,K00658.02,Kepler-203 c,CONFIRMED,1.0,5.370639542,2.54,15.04,3,2.0,1.085,0.972
3502,6062088,K00658.03,Kepler-203 d,CONFIRMED,1.0,11.32977062,1.37,22.76,3,3.0,1.085,0.972
3503,6125481,K00659.01,Kepler-637 b,CONFIRMED,0.984,23.20579353,5.86,41.61,1,1.0,3.2310000000000003,1.609
3504,6267535,K00660.01,Kepler-638 b,CONFIRMED,1.0,6.07972016,2.32,5.91,1,1.0,1.346,0.911
3506,6347299,K00661.01,Kepler-204 b,CONFIRMED,1.0,14.40090414,2.71,14.04,2,1.0,1.198,0.976
3507,9530945,K00708.02,Kepler-216 b,CONFIRMED,1.0,7.69363627,2.12,11.09,2,2.0,1.216,1.013
3508,9578686,K00709.01,Kepler-651 b,CONFIRMED,1.0,21.3851584,2.17,35.36,1,1.0,0.825,0.8140000000000001
3509,9590976,K00710.01,Kepler-217 b,CONFIRMED,1.0,5.37493289,2.12,10.25,3,1.0,1.689,1.135
3510,9590976,K00710.02,Kepler-217 c,CONFIRMED,1.0,8.58600968,1.84,13.75,3,2.0,1.689,1.135
3512,9590976,K00710.03,Kepler-217 d,CONFIRMED,0.999,3.88688862,1.29,8.134,3,3.0,1.689,1.135
3515,4832837,K00605.01,Kepler-621 b,CONFIRMED,1.0,2.628117322,1.77,9.12,2,1.0,0.557,0.575
3519,6347299,K00661.02,Kepler-204 c,CONFIRMED,0.959,25.6613816,1.78,23.4,2,2.0,1.198,0.976
3520,6365156,K00662.01,Kepler-639 b,CONFIRMED,1.0,10.21418792,2.29,13.63,1,1.0,1.332,1.151
3521,6425957,K00663.01,Kepler-205 b,CONFIRMED,0.073,2.755637216,1.37,8.32,2,1.0,0.5529999999999999,0.57
3524,6425957,K00663.02,Kepler-205 c,CONFIRMED,0.008,20.30652862,1.58,40.8,2,2.0,0.5529999999999999,0.57
3525,9597345,K00711.01,Kepler-218 c,CONFIRMED,0.483,44.6996563,3.05,50.0,3,1.0,1.046,0.988
3526,9597345,K00711.02,Kepler-218 b,CONFIRMED,0.972,3.619309734,1.47,9.14,3,2.0,1.046,0.988
3527,9597345,K00711.03,Kepler-218 d,CONFIRMED,0.772,124.5245224,2.69,100.861,3,3.0,1.046,0.988
3533,5686174,K00610.01,Kepler-622 b,CONFIRMED,1.0,14.28228147,1.82,42.18,1,1.0,0.595,0.612
3536,6462863,K00094.04,Kepler-89 b,CONFIRMED,0.999,3.743166733,1.5,7.854,4,4.0,1.331,1.106
3537,6442340,K00664.01,Kepler-206 c,CONFIRMED,1.0,13.13747785,1.85,12.92,3,1.0,1.143,0.982
3538,6442340,K00664.02,Kepler-206 b,CONFIRMED,0.999,7.78199862,1.32,9.03,3,2.0,1.143,0.982
3540,6442340,K00664.03,Kepler-206 d,CONFIRMED,1.0,23.4433748,1.29,12.71,3,3.0,1.143,0.982
3541,6685609,K00665.01,Kepler-207 d,CONFIRMED,1.0,5.868066282000001,3.6,6.95,3,1.0,1.555,1.181
3542,6685609,K00665.02,Kepler-207 b,CONFIRMED,1.0,1.61189046,1.72,2.7,3,2.0,1.555,1.181
3543,9450647,K00110.01,Kepler-465 b,CONFIRMED,1.0,9.940666412,2.87,19.837,1,1.0,1.259,1.17
3544,9702072,K00714.01,Kepler-652 b,CONFIRMED,1.0,4.182001885,2.46,14.77,1,1.0,0.865,0.971
3548,9873254,K00717.01,Kepler-653 b,CONFIRMED,1.0,14.70749512,2.04,35.9,2,1.0,1.28,1.056
3549,6587002,K00612.01,Kepler-196 b,CONFIRMED,1.0,20.73989406,2.11,33.6,3,2.0,0.77,0.805
3550,6587002,K00612.02,Kepler-196 c,CONFIRMED,0.998,47.4277116,2.33,53.1,3,1.0,0.77,0.805
3552,7368664,K00614.01,Kepler-434 b,CONFIRMED,1.0,12.874712425999999,11.26,23.198,1,1.0,1.4240000000000002,1.22
3554,6685609,K00665.03,Kepler-207 c,CONFIRMED,1.0,3.07155284,1.65,3.21,3,3.0,1.555,1.181
3555,6707835,K00666.01,Kepler-640 b,CONFIRMED,1.0,22.24814617,2.72,22.5,1,1.0,0.943,1.033
3559,10318874,K00104.01,Kepler-94 b,CONFIRMED,1.0,2.508057497,3.25,12.56,1,1.0,0.7609999999999999,0.835
3561,9873254,K00717.02,Kepler-653 c,CONFIRMED,1.0,0.900375925,0.82,5.51,2,2.0,1.28,1.056
3562,9884104,K00718.01,Kepler-219 b,CONFIRMED,1.0,4.585466941,3.29,6.2,3,1.0,1.495,1.179
3563,9884104,K00718.02,Kepler-219 c,CONFIRMED,1.0,22.71443351,4.01,17.7,3,2.0,1.495,1.179
3564,9884104,K00718.03,Kepler-219 d,CONFIRMED,0.997,47.903427,3.55,26.6,3,3.0,1.495,1.179
3565,9950612,K00719.01,Kepler-220 c,CONFIRMED,1.0,9.034190783,1.8,25.8,4,1.0,0.639,0.643
3568,10353968,K00618.01,Kepler-623 b,CONFIRMED,1.0,9.07098164,2.94,26.509,1,1.0,0.929,1.008
3570,11773022,K00620.01,Kepler-51 b,CONFIRMED,0.978,45.15535633,7.65,63.828,3,2.0,0.972,1.053
3571,7033671,K00670.01,Kepler-641 b,CONFIRMED,1.0,9.48965527,2.16,12.82,1,1.0,1.204,1.005
3572,7040629,K00671.01,Kepler-208 b,CONFIRMED,1.0,4.22865217,1.83,9.834,4,1.0,1.499,1.213
3574,7040629,K00671.02,Kepler-208 c,CONFIRMED,0.999,7.46662068,1.65,14.42,4,2.0,1.499,1.213
3575,7040629,K00671.03,Kepler-208 e,CONFIRMED,0.992,16.25951967,1.72,30.3,4,3.0,1.499,1.213
3576,7040629,K00671.04,Kepler-208 d,CONFIRMED,1.0,11.1317901,1.47,19.94,4,4.0,1.499,1.213
3577,9950612,K00719.02,Kepler-220 d,CONFIRMED,0.997,28.1224393,0.9,44.9,4,4.0,0.639,0.643
3578,6678383,K00111.01,Kepler-104 b,CONFIRMED,0.999,11.427550984000002,2.35,15.57,4,1.0,1.005,0.913
3580,9950612,K00719.03,Kepler-220 e,CONFIRMED,0.999,45.9029768,1.18,68.0,4,2.0,0.639,0.643
3581,9950612,K00719.04,Kepler-220 b,CONFIRMED,1.0,4.159816554,0.86,14.75,4,3.0,0.639,0.643
3582,9963524,K00720.01,Kepler-221 c,CONFIRMED,1.0,5.69059163,3.1,14.68,4,1.0,0.81,0.826
3583,5780885,K00097.01,Kepler-7 b,CONFIRMED,0.999,4.885488596,16.66,7.392,1,1.0,1.909,1.236
3584,11773022,K00620.02,Kepler-51 d,CONFIRMED,1.0,130.17802962,10.44,129.19,3,1.0,0.972,1.053
3585,11773022,K00620.03,Kepler-51 c,CONFIRMED,0.97,85.31620040000001,6.34,100.1,3,3.0,0.972,1.053
3588,12068975,K00623.01,Kepler-197 c,CONFIRMED,0.284,10.34973276,1.44,8.01,4,1.0,1.109,0.902
3589,7115785,K00672.01,Kepler-209 b,CONFIRMED,1.0,16.08786246,2.56,24.2,3,2.0,0.914,0.904
3591,7115785,K00672.02,Kepler-209 c,CONFIRMED,1.0,41.74938613,2.94,57.11,3,1.0,0.914,0.904
3593,7124613,K00673.01,Kepler-642 b,CONFIRMED,1.0,4.41746257,3.95,11.537,1,1.0,2.297,1.396
3594,8711794,K00105.01,Kepler-463 b,CONFIRMED,1.0,8.981014925,3.14,38.07,1,1.0,0.967,0.785
3595,7277317,K00674.01,Kepler-643 b,CONFIRMED,1.0,16.33888067,10.47,13.42,1,1.0,2.595,1.085
3597,9963524,K00720.02,Kepler-221 d,CONFIRMED,1.0,10.04157214,2.97,19.98,4,2.0,0.81,0.826
3598,9963524,K00720.03,Kepler-221 e,CONFIRMED,1.0,18.36974658,3.58,20.6,4,3.0,0.81,0.826
3599,9963524,K00720.04,Kepler-221 b,CONFIRMED,1.0,2.79590004,1.66,8.29,4,4.0,0.81,0.826
3600,9964801,K00721.01,Kepler-654 b,CONFIRMED,1.0,13.72462702,2.13,10.38,1,1.0,1.171,0.982
3601,9965439,K00722.01,Kepler-655 b,CONFIRMED,0.995,46.40626,2.66,51.44,1,1.0,1.227,1.037
3603,12068975,K00623.02,Kepler-197 d,CONFIRMED,0.985,15.67750191,1.42,9.6,4,3.0,1.109,0.902
3604,12068975,K00623.03,Kepler-197 b,CONFIRMED,0.973,5.59931543,1.22,4.82,4,2.0,1.109,0.902
3605,12068975,K00623.04,Kepler-197 e,CONFIRMED,0.992,25.2100146,0.95,19.11,4,4.0,1.109,0.902
3606,3541946,K00624.01,Kepler-198 b,CONFIRMED,1.0,17.79001678,2.7,31.13,3,1.0,0.927,0.935
3607,3541946,K00624.02,Kepler-198 c,CONFIRMED,0.999,49.5674085,2.91,52.6,3,3.0,0.927,0.935
3608,10264660,K00098.01,Kepler-14 b,CONFIRMED,0.994,6.7901208010000005,9.86,7.97,1,1.0,2.001,1.3130000000000002
3610,7447200,K00676.01,Kepler-210 c,CONFIRMED,0.378,7.972510087000001,3.22,15.45,2,1.0,0.5329999999999999,0.556
3611,7447200,K00676.02,Kepler-210 b,CONFIRMED,1.0,2.453236139,2.26,10.27,2,2.0,0.5329999999999999,0.556
3613,7509886,K00678.01,Kepler-211 c,CONFIRMED,1.0,6.0404622,1.3,20.48,2,2.0,0.825,0.938
3614,7509886,K00678.02,Kepler-211 b,CONFIRMED,1.0,4.13852825,1.3,13.84,2,1.0,0.825,0.938
3615,10002866,K00723.01,Kepler-222 b,CONFIRMED,1.0,3.936993144,3.36,10.51,3,2.0,0.843,0.945
3616,10002866,K00723.02,Kepler-222 d,CONFIRMED,1.0,28.08185982,3.63,44.9,3,3.0,0.843,0.945
3617,6678383,K00111.02,Kepler-104 c,CONFIRMED,1.0,23.66834635,2.32,21.2,4,3.0,1.005,0.913
3618,10002866,K00723.03,Kepler-222 c,CONFIRMED,1.0,10.08881066,4.71,22.0,3,1.0,0.843,0.945
3621,3541946,K00624.03,Kepler-198 d,CONFIRMED,1.0,1.311842968,1.43,5.6770000000000005,3,2.0,0.927,0.935
3623,4478168,K00626.01,Kepler-624 b,CONFIRMED,1.0,14.58649856,2.45,21.39,2,1.0,1.1909999999999998,1.009
3626,4563268,K00627.01,Kepler-625 b,CONFIRMED,1.0,7.75192755,1.89,14.41,2,1.0,0.912,1.004
3627,7515212,K00679.01,Kepler-212 c,CONFIRMED,0.995,31.80475991,2.99,14.89,2,1.0,1.356,1.153
3628,7515212,K00679.02,Kepler-212 b,CONFIRMED,0.767,16.2580276,0.92,19.45,2,2.0,1.356,1.153
3629,7529266,K00680.01,Kepler-435 b,CONFIRMED,0.999,8.600153929,26.52,7.473,1,1.0,3.913,1.6669999999999998
3640,3867615,K02289.02,Kepler-379 b,CONFIRMED,0.927,20.0983676,1.58,29.82,2,2.0,1.26,1.098
3647,6226908,K04068.01,Kepler-1546 b,CONFIRMED,0.402,19.597317,3.78,18.58,1,1.0,1.019,0.883
3651,9956082,K04139.01,Kepler-1557 b,CONFIRMED,0.987,3.74031708,1.38,11.63,1,1.0,1.063,1.118
3657,6755944,K04072.01,Kepler-1547 b,CONFIRMED,1.0,0.692978457,2.24,1.977,1,1.0,2.3040000000000003,1.235
3664,9334893,K02298.02,Kepler-1178 b,CONFIRMED,0.989,31.8055128,0.63,54.5,3,2.0,0.525,0.534
3666,10000941,K04146.01,Kepler-1558 b,CONFIRMED,0.999,3.50472344,0.8,13.22,2,1.0,0.8540000000000001,0.7979999999999999
3667,9455677,K04076.01,Kepler-1548 b,CONFIRMED,0.995,124.827797,2.57,149.9,1,1.0,1.032,0.875
3681,3937814,K04084.01,Kepler-1549 b,CONFIRMED,0.82,214.881456,2.68,175.5,3,1.0,0.995,0.862
3692,4770617,K02243.02,Kepler-1154 c,CONFIRMED,0.992,8.45805119,2.52,15.95,3,2.0,1.471,1.25
3693,6106282,K04087.01,Kepler-440 b,CONFIRMED,1.0,101.1107014,1.61,98.64,1,1.0,0.561,0.578
3700,11709124,K00435.05,Kepler-154 c,CONFIRMED,0.915,62.3026877,3.05,47.1,6,2.0,0.971,0.895
3701,9022166,K02175.02,Kepler-368 c,CONFIRMED,0.001,72.3826983,4.21,43.0,2,2.0,1.988,1.136
3708,3103227,K04091.01,Kepler-1550 b,CONFIRMED,0.958,225.585245,3.71,157.86,1,1.0,1.3630000000000002,1.185
3709,4850961,K04092.01,Kepler-1551 b,CONFIRMED,0.966,24.4972683,2.74,21.2,1,1.0,1.162,1.232
3721,10714072,K04024.01,Kepler-1541 b,CONFIRMED,0.988,8.40693068,1.95,34.8,1,1.0,1.533,0.899
3730,6607644,K04159.01,Kepler-1559 b,CONFIRMED,0.987,0.971915957,0.79,3.86,1,1.0,0.889,0.828
3731,7610663,K04160.01,Kepler-1560 b,CONFIRMED,0.987,3.03196812,0.9,13.01,1,1.0,0.993,0.909
3747,7838675,K04169.01,Kepler-1561 b,CONFIRMED,0.0,1.005205893,0.85,4.747,1,1.0,0.863,0.96
3754,7100673,K04032.01,Kepler-1542 b,CONFIRMED,1.0,3.95116635,0.83,11.02,5,1.0,1.065,0.933
3755,7100673,K04032.02,Kepler-1542 c,CONFIRMED,0.993,2.89223998,0.7,8.83,5,4.0,1.065,0.933
3759,3747817,K04103.01,Kepler-1552 b,CONFIRMED,0.999,184.77271,2.41,151.5,2,1.0,0.8009999999999999,0.861
3763,10089911,K04034.01,Kepler-1543 b,CONFIRMED,0.1,6.96704926,6.14,6.61,2,1.0,3.53,1.786
3765,11415243,K04036.01,Kepler-1544 b,CONFIRMED,0.965,168.81133,1.69,199.6,1,1.0,0.7070000000000001,0.7709999999999999
3766,3548044,K02194.02,Kepler-371 c,CONFIRMED,0.979,67.96865600000001,1.71,63.1,3,2.0,0.95,0.802
3789,11401767,K02195.02,Kepler-372 d,CONFIRMED,0.976,30.0899459,2.25,15.89,3,2.0,1.209,1.147
3791,11709124,K00435.06,Kepler-154 f,CONFIRMED,0.997,9.91937693,1.32,17.51,6,6.0,0.971,0.895
3793,8613535,K02263.02,Kepler-1165 b,CONFIRMED,1.0,9.47850818,1.47,11.85,3,2.0,1.0759999999999998,1.13
3795,3955817,K04117.01,Kepler-1553 b,CONFIRMED,1.0,4.24263096,1.1,12.47,1,1.0,0.825,0.8220000000000001
3801,10360722,K04051.01,Kepler-1545 b,CONFIRMED,0.996,163.692336,2.75,187.9,1,1.0,0.843,0.8
3805,6349881,K04121.01,Kepler-1554 b,CONFIRMED,0.995,198.088873,3.24,154.7,1,1.0,0.969,0.855
3810,6428794,K04054.01,Kepler-1701 b,CONFIRMED,0.999,169.135056,2.21,100.6,1,1.0,0.8009999999999999,0.82
3813,11401767,K02195.03,Kepler-372 b,CONFIRMED,0.997,6.84978728,1.83,3.77,3,3.0,1.209,1.147
3816,9718066,K02287.02,Kepler-378 c,CONFIRMED,0.08,28.9060526,0.79,37.5,2,2.0,0.67,0.748
3817,9272070,K04126.01,Kepler-1555 b,CONFIRMED,1.0,8.10503551,1.45,13.21,1,1.0,0.989,1.058
3818,5088400,K04127.01,Kepler-1556 b,CONFIRMED,0.991,8.82715783,1.67,32.96,1,1.0,0.878,0.972
3840,5281113,K04411.01,Kepler-1602 b,CONFIRMED,0.994,11.17931581,1.81,25.72,1,1.0,1.873,1.324
3850,6026924,K04276.01,Kepler-1580 b,CONFIRMED,0.979,56.644452,2.44,21.64,1,1.0,2.295,1.399
3856,3244792,K04347.01,Kepler-1592 b,CONFIRMED,1.0,3.0570982000000004,0.99,6.604,1,1.0,0.8190000000000001,0.922
3867,1724719,K04212.01,Kepler-1569 b,CONFIRMED,0.956,5.79179934,1.69,6.07,2,1.0,1.318,1.109
3868,8120608,K00571.05,Kepler-186 f,CONFIRMED,0.677,129.945392,1.18,81.1,5,5.0,0.443,0.452
3889,9366617,K04215.01,Kepler-1570 b,CONFIRMED,0.868,26.5487294,2.54,25.17,1,1.0,2.154,1.074
3896,4548011,K04288.01,Kepler-1581 b,CONFIRMED,0.999,6.28384079,0.73,11.21,4,1.0,1.227,1.036
3902,8459663,K04356.01,Kepler-1593 b,CONFIRMED,0.976,174.510276,1.74,206.3,1,1.0,0.452,0.496
3906,7046035,K04424.01,Kepler-1603 b,CONFIRMED,0.985,2.27164952,0.97,4.356,1,1.0,1.062,1.115
3917,8463346,K02529.02,Kepler-436 b,CONFIRMED,0.997,64.0019669,2.48,78.4,2,2.0,0.6970000000000001,0.7340000000000001
3918,5868793,K04290.01,Kepler-1582 b,CONFIRMED,0.914,4.83809469,0.79,34.95,1,1.0,0.2,0.18
3920,10063208,K04292.01,Kepler-1583 b,CONFIRMED,0.995,9.3281912,0.59,17.96,1,1.0,0.888,0.939
3923,10669994,K04360.01,Kepler-1594 b,CONFIRMED,0.995,2.71603664,1.05,10.82,1,1.0,1.041,1.119
3933,9183378,K04222.01,Kepler-1571 b,CONFIRMED,0.996,3.38557445,1.63,13.8,1,1.0,1.48,0.936
3939,7596240,K04295.01,Kepler-1584 b,CONFIRMED,1.0,13.3997555,1.51,27.23,1,1.0,1.15,1.183
3944,7427764,K04364.01,Kepler-1595 b,CONFIRMED,1.0,4.56383697,1.22,14.52,1,1.0,0.861,0.848
